country_origin,hs_code,hs_description,period_value,ytd_value,share_of_total,period_value_teu,ytd_value_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,share_of_total_shipment,period_value_container,ytd_value_container,share_of_total_container,period_value_vrac,ytd_value_vrac,share_of_total_vrac
COLOMBIA,8301,"Padlocks and locks (key, combination, electrically operated) of base metal; clasps and frames with clasps incorporating locks, of base metal, keys for any or the foregoing articles, of base metal",224547.9,224547.9,0.005487913064007414,39.25,39.25,0.038679096535141316,19,19,0.04375662106766155,20,20,0.03403791824092039,0,0,0.0
COLOMBIA,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan whether or not fitted with filters",28917.300000000003,28917.300000000003,0.000706733968324004,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
COLOMBIA,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",4950.0,4950.0,0.00012097717087016488,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
COLOMBIA,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus for liquids or gases",10806.630000000001,10806.630000000001,0.0002641122270789192,4.5,4.5,0.004434546099570342,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
COLOMBIA,8436,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders",7997.0,7997.0,0.0001954453404946886,2.25,2.25,0.002217273049785171,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COLOMBIA,8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",6573.0,6573.0,0.00016064301901607954,2.25,2.25,0.002217273049785171,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COLOMBIA,8506,Cells and batteries; primary,230775.36,230775.36,0.005640111143301781,15.0,15.0,0.01478182033190114,9,9,0.02072682050573442,10,10,0.017018959120460194,0,0,0.0
COLOMBIA,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",36160.0,36160.0,0.0008837443431646792,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
COLOMBIA,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",63280.01,63280.01,0.0015465528449365136,18.0,18.0,0.017738184398281367,3,3,0.00690894016857814,9,9,0.015317063208414174,0,0,0.0
COLOMBIA,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",52669.9,52669.9,0.0012872435337403024,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
COLOMBIA,8710,"Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles",67120.0,67120.0,0.0016404015573344378,9.0,9.0,0.008869092199140683,1,1,0.0023029800561927133,4,4,0.0068075836481840775,0,0,0.0
COLOMBIA,8711,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with or without side-cars; side-cars",491331.95,491331.95,0.012008070559418446,68.0,68.0,0.06701091883795184,34,34,0.07830132191055225,34,34,0.057864461009564654,0,0,0.0
COLOMBIA,9001,"Optical fibres and optical fibre bundles; optical fibre cables not of heading no. 8544; sheets, plates of polarising material; lenses, prisms, mirrors, of any material; unmounted; not non optical glas",7170.0,7170.0,0.0001752335990179964,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COLOMBIA,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",6677.0,6677.0,0.00016318476159597796,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COLOMBIA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",45221.0,45221.0,0.0011051936654383285,10.0,10.0,0.009854546887934093,3,3,0.00690894016857814,5,5,0.008509479560230097,0,0,0.0
COLOMBIA,9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or incl",11200.0,11200.0,0.0002737261239890599,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COLOMBIA,9406,Buildings; prefabricated,88068.11,88068.11,0.0021523698569055508,8.0,8.0,0.007883637510347274,2,2,0.004605960112385427,4,4,0.0068075836481840775,0,0,0.0
COLOMBIA,9619,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material",16177.2,16177.2,0.00039536805830319826,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
COLOMBIA,9999,Commodities not specified according to kind,1801085.4,1801085.4,0.04401822549243621,226.75,226.75,0.22345185068390555,67,67,0.1542996637649118,107,107,0.18210286258892405,1,1,0.008013462617196892
COSTA RICA,1704,"Sugar confectionery (including white chocolate), not containing cocoa",21489.65,21489.65,0.000525203446462634,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COSTA RICA,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",733200.0,733200.0,0.017919285188283816,42.0,42.0,0.04138909692932319,7,7,0.016120860393348993,39,39,0.06637394056979475,0,0,0.0
COSTA RICA,2007,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter",19680.0,19680.0,0.00048097590358077674,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COSTA RICA,2104,Soups and broths and preparations therefor; homogenised composite food preparations,19030.0,19030.0,0.00046509001245641164,6.25,6.25,0.006159091804958808,5,5,0.011514900280963566,5,5,0.008509479560230097,0,0,0.0
COSTA RICA,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,111960.0,111960.0,0.002736283646590638,5.0,5.0,0.0049272734439670465,5,5,0.011514900280963566,5,5,0.008509479560230097,0,0,0.0
COSTA RICA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",374175.88,374175.88,0.009144795832374607,93.0,93.0,0.09164728605778706,17,17,0.039150660955276126,42,42,0.07147962830593281,0,0,0.0
COSTA RICA,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",64779.59,64779.59,0.0015832023289553989,8.0,8.0,0.007883637510347274,4,4,0.009211920224770853,4,4,0.0068075836481840775,0,0,0.0
COSTA RICA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",18945.88,18945.88,0.0004630341337465938,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COSTA RICA,4011,"New pneumatic tyres, of rubber",4496.46,4496.46,0.0001098927292385579,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COSTA RICA,4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",9584.46,9584.46,0.00023424259699358796,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
COSTA RICA,6811,"Asbestos-cement, of cellulose fibre-cement or the like",100607.0,100607.0,0.002458818228229228,8.0,8.0,0.007883637510347274,3,3,0.00690894016857814,4,4,0.0068075836481840775,0,0,0.0
COSTA RICA,6905,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",1742.0,1742.0,4.257418821329843e-05,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,0,0,0.0,1,1,0.008013462617196892
COSTA RICA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",1458652.0,1458652.0,0.0356492105543652,173.0,173.0,0.1704836611612598,18,18,0.04145364101146884,85,85,0.14466115252391165,0,0,0.0
COSTA RICA,7214,"Iron or non-alloy steel; bars and rods, not further worked than forged, hot-rolled, hot drawn or hot-extruded, but including those twisted after rolling",730936.03,730936.03,0.017863954140701,70.0,70.0,0.06898182821553865,4,4,0.009211920224770853,26,26,0.044249293713196504,0,0,0.0
COSTA RICA,7326,"Iron or steel; articles, n.e.c. in chapter 73",84126.0,84126.0,0.0020560253488128262,6.0,6.0,0.005912728132760455,1,1,0.0023029800561927133,3,3,0.005105687736138058,0,0,0.0
COSTA RICA,9999,Commodities not specified according to kind,42370.0,42370.0,0.0010355157029836133,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
CROATIA,0203,"Meat of swine; fresh, chilled or frozen",25493.24,25493.24,0.0006230505154573984,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
CROATIA,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",23700.9,23700.9,0.0005792460260760991,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
CYPRUS,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",21565.0,21565.0,0.0005270449878414354,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DENMARK,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",254126.4,254126.4,0.006210806649579771,18.5,18.5,0.01823091174267807,9,9,0.02072682050573442,9,9,0.015317063208414174,0,0,0.0
DENMARK,1601,"Sausages and similar products of meat, meat offal or blood; food preparations based on these products",84585.0,84585.0,0.002067243231929878,6.75,6.75,0.006651819149355513,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
DENMARK,2106,Food preparations not elsewhere specified or included,70407.0,70407.0,0.001720735286758727,8.0,8.0,0.007883637510347274,5,5,0.011514900280963566,6,6,0.010211375472276116,0,0,0.0
DENMARK,3006,Pharmaceutical goods,46428.0,46428.0,0.0011346925432646495,8.0,8.0,0.007883637510347274,3,3,0.00690894016857814,4,4,0.0068075836481840775,0,0,0.0
DENMARK,3203,"Colouring matter of vegetable or animal origin (including dyeing extracts, not animal black); whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",3335.0,3335.0,8.15068413842424e-05,2.25,2.25,0.002217273049785171,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DENMARK,9999,Commodities not specified according to kind,24922.0,24922.0,0.0006090895055406564,11.0,11.0,0.010840001576727503,2,2,0.004605960112385427,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,0203,"Meat of swine; fresh, chilled or frozen",24463.5,24463.5,0.0005978838423398542,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",208654.64,208654.64,0.005099484451743988,16.0,16.0,0.015767275020694548,2,2,0.004605960112385427,8,8,0.013615167296368155,0,0,0.0
DOMINICAN REPUBLIC,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,185728.26,185728.26,0.004539167564735032,16.25,16.25,0.0160136386928929,8,8,0.018423840449541706,8,8,0.013615167296368155,0,0,0.0
DOMINICAN REPUBLIC,0405,Butter and other fats and oils derived from milk; dairy spreads,50846.4,50846.4,0.0012426774991783336,4.0,4.0,0.003941818755173637,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",4161.4,4161.4,0.00010170391896143516,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,1005,Maize (corn),136079.09999999998,136079.09999999998,0.0033257504106178285,10.0,10.0,0.009854546887934093,3,3,0.00690894016857814,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,1006,Rice,128409.59999999999,128409.59999999999,0.0031383091152665703,5.0,5.0,0.0049272734439670465,1,1,0.0023029800561927133,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,1102,Cereal flours; other than of wheat or meslin,120398.4,120398.4,0.002942516729150396,10.0,10.0,0.009854546887934093,4,4,0.009211920224770853,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,1108,Starches; inulin,21193.2,21193.2,0.0005179582581182987,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,1507,"Soya-bean oil and its fractions; whether or not refined, but not chemically modified",563420.14,563420.14,0.013769893848176206,46.0,46.0,0.04533091568449683,6,6,0.01381788033715628,21,21,0.035739814152966405,0,0,0.0
DOMINICAN REPUBLIC,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",3478863.4,3478863.4000000004,0.08502283878298238,276.0,276.0,0.271985494106981,35,35,0.08060430196674497,129,129,0.21954457265393648,0,0,0.0
DOMINICAN REPUBLIC,1516,"Animal or vegetable fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",27715.0,27715.0,0.0006773499577104282,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,1601,"Sausages and similar products of meat, meat offal or blood; food preparations based on these products",45082.0,45082.0,0.0011017965287209643,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,111600.0,111600.0,0.00272748530689099,8.0,8.0,0.007883637510347274,1,1,0.0023029800561927133,4,4,0.0068075836481840775,0,0,0.0
DOMINICAN REPUBLIC,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",80956.33,80956.33,0.0019785591449356476,13.5,13.5,0.013303638298711026,7,7,0.016120860393348993,7,7,0.011913271384322134,0,0,0.0
DOMINICAN REPUBLIC,2002,Tomatoes; prepared or preserved otherwise than by vinegar or acetic acid,37760.0,37760.0,0.0009228480751631163,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",136709.68,136709.68,0.003341161680195063,14.0,14.0,0.01379636564310773,6,6,0.01381788033715628,6,6,0.010211375472276116,0,0,0.0
DOMINICAN REPUBLIC,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",16766.46,16766.46,0.0004097694740015727,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2104,Soups and broths and preparations therefor; homogenised composite food preparations,1280289.53,1280289.53,0.03129006166345315,102.0,102.0,0.10051637825692775,54,54,0.12436092303440652,55,55,0.09360427516253106,0,0,0.0
DOMINICAN REPUBLIC,2106,Food preparations not elsewhere specified or included,92947.42,92947.42,0.00227161937601636,8.25,8.25,0.008130001182545626,3,3,0.00690894016857814,4,4,0.0068075836481840775,0,0,0.0
DOMINICAN REPUBLIC,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",24169.85,24169.85,0.0005907070855265161,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2203,Beer made from malt,238940.28,238940.28,0.005839660420469705,20.0,20.0,0.019709093775868186,7,7,0.016120860393348993,10,10,0.017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,8306673.6,8306673.6,0.2030137114080581,312.0,312.0,0.3074618629035437,94,94,0.21648012528211505,312,312,0.530991524558358,0,0,0.0
DOMINICAN REPUBLIC,2507,Kaolin and other kaolinic clays; whether or not calcined,12995.64,12995.64,0.000317611264817606,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",117183967.0,117183967.0,2.863956525051063,0.0,0.0,0.0,15,15,0.0345447008428907,0,0,0.0,15,15,0.12020193925795336
DOMINICAN REPUBLIC,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",10682074.160000002,10682074.160000002,0.2610681032125441,155.0,155.0,0.15274547676297845,39,39,0.08981622219151582,79,79,0.13444977705163552,4,4,0.032053850468787566
DOMINICAN REPUBLIC,2711,Petroleum gases and other gaseous hydrocarbons,58239986.0,58239986.0,1.4233755025854566,0.0,0.0,0.0,74,74,0.17042052415826078,0,0,0.0,74,74,0.5929962336725699
DOMINICAN REPUBLIC,2714,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",81537.99,81537.99,0.0019927748179070295,3.0,3.0,0.0029563640663802277,1,1,0.0023029800561927133,3,3,0.005105687736138058,0,0,0.0
DOMINICAN REPUBLIC,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",12217.74,12217.74,0.00029859951911661583,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2807,Sulphuric acid; oleum,22220.0,22220.0,0.0005430530781282957,2.0,2.0,0.0019709093775868184,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,56246.0,56246.0,0.0013746428187400594,3.0,3.0,0.0029563640663802277,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,98344.37,98344.37,0.002403519930021963,10.0,10.0,0.009854546887934093,2,2,0.004605960112385427,3,3,0.005105687736138058,0,0,0.0
DOMINICAN REPUBLIC,2901,Acyclic hydrocarbons,14820.0,14820.0,0.00036219831763552394,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",20790.0,20790.0,0.0005081041176546925,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",60000.0,60000.0,0.0014663899499413925,3.0,3.0,0.0029563640663802277,3,3,0.00690894016857814,3,3,0.005105687736138058,0,0,0.0
DOMINICAN REPUBLIC,3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale",31406.04,31406.04,0.0007675583570576228,10.0,10.0,0.009854546887934093,4,4,0.009211920224770853,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,3006,Pharmaceutical goods,18395.5,18395.5,0.0004495829387357814,8.0,8.0,0.007883637510347274,4,4,0.009211920224770853,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,3208,"Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium",85012.7,85012.7,0.0020776961482897103,10.0,10.0,0.009854546887934093,6,6,0.01381788033715628,5,5,0.008509479560230097,1,1,0.008013462617196892
DOMINICAN REPUBLIC,3302,"Odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferou",36317.32,36317.32,0.0008875892176134255,7.0,7.0,0.006898182821553865,4,4,0.009211920224770853,4,4,0.0068075836481840775,0,0,0.0
DOMINICAN REPUBLIC,3303,Perfumes and toilet waters,52800.0,52800.0,0.0012904231559484254,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",36871.03,36871.03,0.0009011217972664596,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",643894.24,643894.24,0.01573666737268585,54.0,54.0,0.053214553194844104,18,18,0.04145364101146884,25,25,0.04254739780115048,0,0,0.0
DOMINICAN REPUBLIC,3406,"Candles, tapers and the like",358952.65,358952.65,0.008772742641080503,26.0,26.0,0.02562182190862864,13,13,0.029938740730505273,13,13,0.022124646856598252,0,0,0.0
DOMINICAN REPUBLIC,3506,"Prepared glues and other prepared adhesives, n.e.c. or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding 1kg net weight",23717.54,23717.54,0.0005796527048888829,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,3814,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers",94912.0,94912.0,0.0023196333821472906,8.0,8.0,0.007883637510347274,5,5,0.011514900280963566,5,5,0.008509479560230097,0,0,0.0
DOMINICAN REPUBLIC,3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specif",36301084.0,36301084.0,0.8871924124929714,5.0,5.0,0.0049272734439670465,8,8,0.018423840449541706,3,3,0.005105687736138058,5,5,0.040067313085984456
DOMINICAN REPUBLIC,3901,"Polymers of ethylene, in primary forms",22000.0,22000.0,0.0005376763149785106,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",118520.0,118520.0,0.0028966089477842306,7.0,7.0,0.006898182821553865,7,7,0.016120860393348993,7,7,0.011913271384322134,0,0,0.0
DOMINICAN REPUBLIC,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",18041.72,18041.72,0.00044093661479427696,2.0,2.0,0.0019709093775868184,2,2,0.004605960112385427,1,1,0.0017018959120460194,1,1,0.008013462617196892
DOMINICAN REPUBLIC,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",3542291.3099999996,3542291.3099999996,0.08657300627914548,636.25,636.25,0.6269955457448066,119,119,0.27405462668693287,294,294,0.5003573981415297,0,0,0.0
DOMINICAN REPUBLIC,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",18508.56,18508.56,0.00045234610619812105,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",756299.53,756299.53,0.018483833832289978,71.0,71.0,0.06996728290433206,34,34,0.07830132191055225,34,34,0.057864461009564654,0,0,0.0
DOMINICAN REPUBLIC,4008,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber",1920.16,1920.16,4.69283887713244e-05,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,4011,"New pneumatic tyres, of rubber",255425.0,255425.0,0.006242544216063003,0.0,0.0,0.0,8,8,0.018423840449541706,0,0,0.0,8,8,0.06410770093757513
DOMINICAN REPUBLIC,4802,"Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4",101825.36,101825.36,0.002488594742552738,8.0,8.0,0.007883637510347274,1,1,0.0023029800561927133,4,4,0.0068075836481840775,0,0,0.0
DOMINICAN REPUBLIC,4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",7783.72,7783.72,0.00019023281301929694,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",12008.53,12008.53,0.00029348646175949514,1.0,1.0,0.0009854546887934092,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,4816,"Carbon paper, self-copy paper and other copying or transfer papers, (other than those of heading no. 4809), duplicator stencils and offset plates, of paper whether or not put up in boxes",24106.96,24106.96,0.0005891700644606525,2.0,2.0,0.0019709093775868184,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
DOMINICAN REPUBLIC,4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper statione",51051.0,51051.0,0.0012476778889076337,4.0,4.0,0.003941818755173637,2,2,0.004605960112385427,2,2,0.0034037918240920387,0,0,0.0
DOMINICAN REPUBLIC,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",2510143.27,2510143.27,0.061347481067350385,770.75,770.75,0.7595392013875202,258,258,0.5941688544977201,365,365,0.6211920078967971,0,0,0.0
DOMINICAN REPUBLIC,4902,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material",92149.19,92149.19,0.0022521107685206645,8.0,8.0,0.007883637510347274,4,4,0.009211920224770853,4,4,0.0068075836481840775,0,0,0.0
DOMINICAN REPUBLIC,5204,"Cotton sewing thread, whether or not put up for retail sale",67334.34,67334.34,0.0016456399910322783,40.0,40.0,0.03941818755173637,27,27,0.06218046151720326,16,16,0.02723033459273631,11,11,0.0881480887891658
DOMINICAN REPUBLIC,5401,"Sewing thread of man-made filaments, whether or not put up for retail sale",2884.0,2884.0,7.048447692718293e-05,6.0,6.0,0.005912728132760455,1,1,0.0023029800561927133,1,1,0.0017018959120460194,0,0,0.0
